Accel_X,Accel_Y,Accel_Z
157,3970,-15536
143,3961,-15531
131,3971,-15530
133,4000,-15521
147,3980,-15514
145,3983,-15535
178,3994,-15508
157,3974,-15521
156,3990,-15527
155,3968,-15533
164,3958,-15520
175,3963,-15535
167,3951,-15526
122,3964,-15534
153,3974,-15538
156,3973,-15519
141,3992,-15509
160,3976,-15526
142,3974,-15511
156,3993,-15535
149,3986,-15541
149,3977,-15531
140,3966,-15536
150,3973,-15524
152,3967,-15520
159,3957,-15548
178,3961,-15521
156,3967,-15529
144,3990,-15525
164,3991,-15528
157,3980,-15516
148,3998,-15513
150,3957,-15506
139,3967,-15542
164,3970,-15524
141,3960,-15511
143,3966,-15535
171,3963,-15530
139,3953,-15531
156,3982,-15521
191,3962,-15524
147,3980,-15534
177,3977,-15530
145,3969,-15531
170,4002,-15528
168,3976,-15512
124,3961,-15512
143,3968,-15550
149,3943,-15530
133,3953,-15525
172,3965,-15531
127,3960,-15520
168,3992,-15525
158,3987,-15506
136,3972,-15524
165,3983,-15520
152,3973,-15537
162,3991,-15528
164,3978,-15527
155,3973,-15522
147,3959,-15524
144,3950,-15540
146,3958,-15505
141,3966,-15518
144,3989,-15538
160,3983,-15526
162,3980,-15515
167,3974,-15518
154,3964,-15509
143,3982,-15512
151,3971,-15518
142,3955,-15529
144,3977,-15553
167,3949,-15528
147,3974,-15520
165,3986,-15531
146,3981,-15522
159,3983,-15540
154,3981,-15503
127,3986,-15519
153,3996,-15519
160,3962,-15508
159,3992,-15526
168,3978,-15514
143,3972,-15521
149,3978,-15535
156,3959,-15517
142,3965,-15528
164,3978,-15521
158,3970,-15540
158,4005,-15517
161,3982,-15528
157,3991,-15529
148,3965,-15528
162,3975,-15515
151,3982,-15513
158,3964,-15516
146,3972,-15535
151,3971,-15521
151,3968,-15527
140,3977,-15532
148,3969,-15511
158,3979,-15530
163,3976,-15521
168,3981,-15504
151,3985,-15519
170,3973,-15517
164,3984,-15533
156,3966,-15532
154,3971,-15522
157,3979,-15526
153,3973,-15519
146,3976,-15511
156,3975,-15517
154,3963,-15519
140,3987,-15544
173,3977,-15529
146,3981,-15514
136,3969,-15520
169,3982,-15522
138,3963,-15526
134,3979,-15537
157,3971,-15543
146,3971,-15530
149,3993,-15532
167,3976,-15526
144,3963,-15526
170,3983,-15503
146,3977,-15518
141,3983,-15543
161,3992,-15540
158,3972,-15514
154,4000,-15531
155,3978,-15531
129,3968,-15524
149,3994,-15519
160,3972,-15518
146,3979,-15543
159,3997,-15528
148,3973,-15512
148,3976,-15541
151,3967,-15530
144,3972,-15522
160,3978,-15544
156,3974,-15502
154,3971,-15523
177,3969,-15541
159,3969,-15521
144,3975,-15520
139,3980,-15528
154,3975,-15527
149,3979,-15540
153,3978,-15526
162,3978,-15525
141,3976,-15517
179,3955,-15505
151,3964,-15550
137,3966,-15571
171,3979,-15480
133,3977,-15466
160,3999,-15553
159,3991,-15563
145,3979,-15514
167,3984,-15539
123,3965,-15576
122,3968,-15575
136,3955,-15475
142,3949,-15466
158,3983,-15549
173,3974,-15534
163,3977,-15506
185,3994,-15539
167,3982,-15543
166,3987,-15541
174,3984,-15496
172,3976,-15479
148,3967,-15534
152,3957,-15552
142,3972,-15536
113,3972,-15541
130,3974,-15554
122,3967,-15544
132,3979,-15508
171,3992,-15511
154,3959,-15506
166,3994,-15545
195,3983,-15524
167,3972,-15519
199,3976,-15569
173,3949,-15536
157,3955,-15531
167,3975,-15528
130,3953,-15508
113,3995,-15545
166,3983,-15519
115,3973,-15514
149,4008,-15539
141,3981,-15509
133,3965,-15545
171,3960,-15528
164,3949,-15505
164,3968,-15553
162,3980,-15543
152,3963,-15521
147,3979,-15526
157,3978,-15517
150,3977,-15518
145,3993,-15512
146,3981,-15494
168,4003,-15544
141,3997,-15547
152,3990,-15545
123,3987,-15555
144,3967,-15544
153,3959,-15499
157,3959,-15456
170,3992,-15516
169,3957,-15493
135,4007,-15588
170,3973,-15545
146,3999,-15594
149,3998,-15527
170,3980,-15500
160,3961,-15455
180,3955,-15459
178,3939,-15425
195,3967,-15520
195,3974,-15577
151,3993,-15613
139,3982,-15582
92,3973,-15584
36,3978,-15583
39,3978,-15488
47,3977,-15463
105,3969,-15467
147,3953,-15534
206,3944,-15544
265,3952,-15543
225,3968,-15559
243,3979,-15562
217,3952,-15513
194,3978,-15488
167,3981,-15473
111,3973,-15518
102,3984,-15540
81,3969,-15543
99,3989,-15573
112,3987,-15533
116,3972,-15508
154,3994,-15489
190,3979,-15471
196,3985,-15535
212,3986,-15529
210,3972,-15532
187,3991,-15560
181,3969,-15546
141,3949,-15548
154,3948,-15513
119,3942,-15502
104,3985,-15520
119,3978,-15506
116,3999,-15515
134,3999,-15535
148,3992,-15520
147,3992,-15546
189,3978,-15534
195,3977,-15515
186,3961,-15529
179,3946,-15527
175,3944,-15538
145,3959,-15516
139,3960,-15530
117,3973,-15536
107,3993,-15538
114,3983,-15518
126,3997,-15508
136,3987,-15512
143,3986,-15515
148,3984,-15508
171,3968,-15545
166,3967,-15530
172,3945,-15533
168,3970,-15528
139,3963,-15515
136,3988,-15528
136,3980,-15525
125,3989,-15528
136,4015,-15546
162,3981,-15527
138,3984,-15545
164,3969,-15526
156,3959,-15519
164,3977,-15518
169,3953,-15509
181,3959,-15520
157,3983,-15555
156,3959,-15516
137,3986,-15530
144,4006,-15542
144,3978,-15528
140,3987,-15529
158,3981,-15508
163,3966,-15525
146,3976,-15546
175,3976,-15513
149,3966,-15511
162,3976,-15548
152,3965,-15517
146,3971,-15518
147,3977,-15502
149,3975,-15510
157,3998,-15524
156,3972,-15527
156,3984,-15539
147,3989,-15545
161,3974,-15535
134,3967,-15530
156,3976,-15534
138,3968,-15518
139,3964,-15516
168,3971,-15512
157,3966,-15518
164,3965,-15512
164,3971,-15534
163,3970,-15510
144,3974,-15511
132,3983,-15531
141,3972,-15515
145,3988,-15538
148,4005,-15548
141,3961,-15544
151,3973,-15557
174,3961,-15522
130,3942,-15505
163,3968,-15524
167,3938,-15488
146,3974,-15540
165,4008,-15561
168,3988,-15547
130,4000,-15549
178,3997,-15518
127,3979,-15498
136,3984,-15493
150,3952,-15478
145,3964,-15517
183,3990,-15553
162,3965,-15528
147,3994,-15556
166,3982,-15540
149,3977,-15513
161,3983,-15513
169,3984,-15491
170,3964,-15531
163,3950,-15549
176,3963,-15562
159,3944,-15555
157,3961,-15534
146,3967,-15525
151,3963,-15491
137,4001,-15491
159,3984,-15486
138,3987,-15527
147,4014,-15570
134,3984,-15541
118,3993,-15535
163,3968,-15533
145,3953,-15509
149,3970,-15516
181,3932,-15493
128,3960,-15539
154,3981,-15548
173,3976,-15533
134,4018,-15565
174,3996,-15529
137,3974,-15507
131,3995,-15493
154,3972,-15481
120,3963,-15520
140,3971,-15551
160,3963,-15536
144,3971,-15537
156,3970,-15530
158,3968,-15524
166,3992,-15510
157,3977,-15502
156,3992,-15520
178,3977,-15531
156,3981,-15545
146,3988,-15525
137,3964,-15525
147,3967,-15520
161,3967,-15505
161,3967,-15523
151,3968,-15536
159,3964,-15517
156,3996,-15550
172,3978,-15520
147,3978,-15524
163,3989,-15523
165,3961,-15498
147,3976,-15534
166,3971,-15527
139,3954,-15521
138,3988,-15553
166,3978,-15524
139,3963,-15536
160,3973,-15540
152,3970,-15512
151,3978,-15531
173,3991,-15500
155,3983,-15512
148,3980,-15518
155,3971,-15532
141,3974,-15536
151,3979,-15534
151,3969,-15523
152,3976,-15535
138,3978,-15535
152,3962,-15524
146,3966,-15523
152,3973,-15531
157,3987,-15524
154,3964,-15527
147,3985,-15529
151,3979,-15514
158,3991,-15522
152,3975,-15534
142,3971,-15507
156,3983,-15532
157,3973,-15513
136,3973,-15537
165,3972,-15544
161,3965,-15523
145,3982,-15531
173,3977,-15501
165,3968,-15520
174,3986,-15529
169,3979,-15506
158,3980,-15513
162,3968,-15540
139,3958,-15537
159,3976,-15550
135,3964,-15499
135,3950,-15521
132,3981,-15563
138,3974,-15560
120,3979,-15517
131,3980,-15496
145,3974,-15522
169,3980,-15532
175,3995,-15476
175,3973,-15499
160,3978,-15567
160,3962,-15573
150,3950,-15511
130,3961,-15497
132,3966,-15525
130,3970,-15542
132,3986,-15506
156,3973,-15516
141,3996,-15553
150,3990,-15532
174,3982,-15513
163,3985,-15500
172,3973,-15511
159,3965,-15537
161,3956,-15531
161,3964,-15536
153,3961,-15547
158,3979,-15545
152,3981,-15529
162,3984,-15507
134,3996,-15515
124,3993,-15507
130,3986,-15508
133,3978,-15527
155,3993,-15522
140,3970,-15532
162,3973,-15538
166,3955,-15528
155,3933,-15553
161,3955,-15528
143,3951,-15519
155,3976,-15530
161,3987,-15518
127,3987,-15536
145,4006,-15523
144,3989,-15501
124,3995,-15521
150,3989,-15527
146,3966,-15542
147,3969,-15547
167,3963,-15526
151,3950,-15527
155,3971,-15540
145,3972,-15514
151,4001,-15519
157,4001,-15523
135,3986,-15537
130,3971,-15534
134,3981,-15518
146,3976,-15525
125,3960,-15535
152,3977,-15510
159,3948,-15511
159,3979,-15543
163,3959,-15557
133,3940,-15497
148,3986,-15541
150,3994,-15528
135,3983,-15525
185,3989,-15535
152,3963,-15500
132,3987,-15535
184,3984,-15514
130,3984,-15520
158,4003,-15543
181,3976,-15542
141,3951,-15526
153,3971,-15544
128,3940,-15519
118,3951,-15494
161,3971,-15492
130,3963,-15545
160,3988,-15565
155,3990,-15493
144,3990,-15522
156,4009,-15565
177,3971,-15517
168,3969,-15495
185,3977,-15496
160,3963,-15547
135,3951,-15547
135,3950,-15531
154,3952,-15550
130,3961,-15570
135,3956,-15495
154,3968,-15491
140,3978,-15501
181,3992,-15523
162,3971,-15519
144,3978,-15525
159,3967,-15523
153,3949,-15518
156,3968,-15529
160,3969,-15509
125,3973,-15525
160,3967,-15534
151,3962,-15535
141,3978,-15539
173,3981,-15505
150,3984,-15527
170,3987,-15544
184,3990,-15504
142,3985,-15506
170,3967,-15553
137,3966,-15526
127,3963,-15508
145,3981,-15517
151,3962,-15545
153,3982,-15553
160,3984,-15517
161,3971,-15501
154,3964,-15546
167,3976,-15535
171,3966,-15513
150,3986,-15538
156,3970,-15536
144,3960,-15529
153,3982,-15538
153,3954,-15523
139,3972,-15534
147,3986,-15528
164,3962,-15510
137,3982,-15521
167,3998,-15530
160,3965,-15506
157,3984,-15543
182,3977,-15520
162,3954,-15528
157,3987,-15520
166,3967,-15512
127,3958,-15531
148,3966,-15536
141,3965,-15514
126,3972,-15535
159,3977,-15535
138,3977,-15535
149,3985,-15549
182,3988,-15515
146,3983,-15519
152,3984,-15526
154,3964,-15517
156,3965,-15504
163,3981,-15513
145,3973,-15542
152,3969,-15519
134,3966,-15525
150,3984,-15524
150,3992,-15540
159,3991,-15521
145,3992,-15529
160,3985,-15536
154,3985,-15519
143,3967,-15511
171,3986,-15553
163,3973,-15507
171,3993,-15531
164,3963,-15553
152,3973,-15525
152,3984,-15527
133,3983,-15530
154,3985,-15519
134,3973,-15496
160,3976,-15516
139,3983,-15551
147,3961,-15537
167,3967,-15519
159,3974,-15530
155,3965,-15541
168,3957,-15513
162,3968,-15488
165,3976,-15550
151,3990,-15546
149,3980,-15538
159,3971,-15520
144,3976,-15538
140,3981,-15537
137,3980,-15491
132,3973,-15490
153,3982,-15541
138,3971,-15533
170,3961,-15543
167,3950,-15546
136,3976,-15538
163,3966,-15544
153,3951,-15506
151,3978,-15502
174,3976,-15518
134,3964,-15515
147,3990,-15534
147,3974,-15540
129,3979,-15523
144,3993,-15524
158,3983,-15510
173,3989,-15543
177,3975,-15530
171,3983,-15521
171,3964,-15495
147,3969,-15546
141,3961,-15508
127,3955,-15516
123,3981,-15532
164,3981,-15525
127,3999,-15534
152,4006,-15513
161,4006,-15524
159,4004,-15508
172,3973,-15529
144,3952,-15518
192,3974,-15530
184,3940,-15501
161,3964,-15553
190,3986,-15559
133,3957,-15524
129,4012,-15525
143,3978,-15512
113,3972,-15524
142,4015,-15516
144,3954,-15497
141,3969,-15544
179,3957,-15534
167,3949,-15533
183,3962,-15542
167,3959,-15520
140,3954,-15541
138,3996,-15526
139,3970,-15504
123,3982,-15540
136,3991,-15532
139,3992,-15526
149,3999,-15519
152,3970,-15504
154,3964,-15512
171,3961,-15518
162,3965,-15520
172,3961,-15557
163,3986,-15553
181,4003,-15530
161,3977,-15520
141,3978,-15523
146,3971,-15482
133,3968,-15504
142,3979,-15536
146,3972,-15523
132,3954,-15540
150,3985,-15555
154,3967,-15533
165,3971,-15538
175,3981,-15522
137,3975,-15508
181,3991,-15527
197,3980,-15516
162,3976,-15524
170,3993,-15533
131,3963,-15522
131,3980,-15527
144,3964,-15535
143,3971,-15513
134,3974,-15540
131,3982,-15521
147,3967,-15523
145,3973,-15555
149,3976,-15518
160,3974,-15534
163,3967,-15520
182,3965,-15512
180,3969,-15520
168,3983,-15537
165,3983,-15529
145,3989,-15538
138,3980,-15532
139,3964,-15516
123,3959,-15529
166,3957,-15501
151,3969,-15506
150,3978,-15551
180,3980,-15535
149,3974,-15523
157,3982,-15532
168,3982,-15520
144,3982,-15523
178,3983,-15527
138,3968,-15499
129,3964,-15541
170,3970,-15534
156,3957,-15532
139,3960,-15554
157,3955,-15472
126,3975,-15504
145,4010,-15553
163,4001,-15530
160,3996,-15504
173,4002,-15526
176,3992,-15559
169,3960,-15554
165,3987,-15505
131,3954,-15504
120,3978,-15568
154,3963,-15564
126,3958,-15497
144,3982,-15511
160,3970,-15516
158,3988,-15549
202,3978,-15512
195,3988,-15474
189,3987,-15528
189,3975,-15540
177,3973,-15529
160,3975,-15534
141,3970,-15546
123,3969,-15567
126,3971,-15541
124,3973,-15506
122,3980,-15505
124,3964,-15522
169,3982,-15522
184,3979,-15530
181,3975,-15535
187,3976,-15531
157,3980,-15525
165,3981,-15525
170,3965,-15502
138,3973,-15523
163,3971,-15533
125,3952,-15509
133,3975,-15544
139,3974,-15537
135,3975,-15522
156,3985,-15540
152,3978,-15502
159,3998,-15514
177,3987,-15524
157,3980,-15516
160,3971,-15551
180,3967,-15531
151,3967,-15521
144,3989,-15528
165,3960,-15518
120,3963,-15534
144,3979,-15529
150,4001,-15514
155,4004,-15526
170,3989,-15535
160,3996,-15536
154,3975,-15527
164,3956,-15513
141,3958,-15533
164,3961,-15550
170,3963,-15528
157,3976,-15509
152,3984,-15548
166,3977,-15520
121,3977,-15506
155,3993,-15492
158,3973,-15515
137,3976,-15527
165,3977,-15520
156,3957,-15517
151,3966,-15545
165,3954,-15527
149,3956,-15529
150,3974,-15525
148,3979,-15510
147,4002,-15534
162,3990,-15533
138,3977,-15521
145,3988,-15527
138,3959,-15514
138,3957,-15530
164,3986,-15533
155,3960,-15528
158,3970,-15548
152,3953,-15545
147,3973,-15532
159,3997,-15511
133,3982,-15540
160,3969,-15493
156,3975,-15488
148,3989,-15530
176,3972,-15560
169,3983,-15521
169,3979,-15520
157,3990,-15535
178,3991,-15530
146,3984,-15500
134,3976,-15502
155,3989,-15547
129,3970,-15554
141,3978,-15541
169,3970,-15503
143,3977,-15533
159,3976,-15528
159,3966,-15509
150,3995,-15531
168,3983,-15517
155,3970,-15540
167,3986,-15536
152,3974,-15521
125,3966,-15527
154,3977,-15525
147,3966,-15518
127,3990,-15528
158,3972,-15519
150,3983,-15517
158,3974,-15530
172,3971,-15538
174,3983,-15531
172,3959,-15513
154,3984,-15527
156,3976,-15509
152,3976,-15528
154,3976,-15552
152,3967,-15526
132,3975,-15537
160,3984,-15526
148,3974,-15506
154,4003,-15525
181,3978,-15519
146,3956,-15529
170,3982,-15537
170,3954,-15515
157,3979,-15530
180,3979,-15516
143,3962,-15529
115,3972,-15536
149,3962,-15496
123,3989,-15519
144,3995,-15567
156,3972,-15546
162,3988,-15501
194,3994,-15507
156,3998,-15576
164,3991,-15537
187,3991,-15475
138,3965,-15487
159,3982,-15580
151,3968,-15559
136,3969,-15500
163,3968,-15511
148,3973,-15568
142,3968,-15546
156,3977,-15475
146,3990,-15499
164,3985,-15547
171,4000,-15564
168,3974,-15507
144,3980,-15521
178,3989,-15563
159,3962,-15532
151,3981,-15513
165,3973,-15503
128,3970,-15532
136,3976,-15537
164,3952,-15505
140,3974,-15533
159,3966,-15541
157,3970,-15527
171,3994,-15531
188,3981,-15523
155,3973,-15519
153,3988,-15547
163,3979,-15505
151,3950,-15514
174,3985,-15520
162,3957,-15532
159,3962,-15519
166,3970,-15522
152,3967,-15536
140,3978,-15548
156,3980,-15541
142,3991,-15511
151,4001,-15531
162,3995,-15534
154,3977,-15511
137,3981,-15504
152,3957,-15494
155,3966,-15544
178,3982,-15564
176,3966,-15532
151,3982,-15526
137,3983,-15536
156,3975,-15523
152,3983,-15521
160,3973,-15518
174,3988,-15543
153,3978,-15565
148,3969,-15539
150,3957,-15531
109,3957,-15529
163,3967,-15529
154,3962,-15530
166,3988,-15535
180,3977,-15537
145,3984,-15532
151,3988,-15544
158,3960,-15510
137,3978,-15502
181,3994,-15512
141,3967,-15500
135,3973,-15537
171,3958,-15528
121,3959,-15544
154,3978,-15559
152,3974,-15506
146,3985,-15518
182,3979,-15526
158,3995,-15501
162,4000,-15535
158,3982,-15534
143,3969,-15533
164,3995,-15530
180,3959,-15511
138,3960,-15529
145,3958,-15537
136,3959,-15527
138,3966,-15537
134,3987,-15538
148,3985,-15518
173,3993,-15510
158,3985,-15525
153,3988,-15525
143,3984,-15543
154,3986,-15523
169,3972,-15527
140,3976,-15548
156,3971,-15534
135,3968,-15537
137,3974,-15548
138,3978,-15522
137,3974,-15526
162,3994,-15530
154,3964,-15513
158,4004,-15537
164,3995,-15520
132,3971,-15525
152,3978,-15528
163,3962,-15516
151,3969,-15523
153,3977,-15520
163,3979,-15536
149,3978,-15535
153,3959,-15523
139,3969,-15521
161,3990,-15528
136,3991,-15520
151,3985,-15529
152,3974,-15525
146,3978,-15542
159,3980,-15519
152,3966,-15521
158,3972,-15534
156,3962,-15524
119,3963,-15529
148,3973,-15504
155,3958,-15495
161,3988,-15565
174,3993,-15531
160,3987,-15510
137,3988,-15525
161,3977,-15534
129,3980,-15521
144,3976,-15489
138,3964,-15532
154,3982,-15574
162,3968,-15543
157,3964,-15524
152,3982,-15533
152,3976,-15541
154,3968,-15525
153,3980,-15498
152,3986,-15522
164,3994,-15548
140,3981,-15531
148,3985,-15532
123,3970,-15525
143,3974,-15544
160,3965,-15519
150,3964,-15515
156,3985,-15538
149,3977,-15527
152,3975,-15530
156,3958,-15537
144,3980,-15516
159,3989,-15516
147,3993,-15511
155,3987,-15522
139,3958,-15520
145,3968,-15540
139,3964,-15540
159,3986,-15523
168,3975,-15531
166,3974,-15524
162,3969,-15505
160,3970,-15529
152,3964,-15525
146,3991,-15524
159,3984,-15528
133,3986,-15520
148,4005,-15533
154,3990,-15534
143,3973,-15513
168,3977,-15516
140,3980,-15512
159,3987,-15551
164,3977,-15528
143,3948,-15526
152,3966,-15531
156,3960,-15520
151,3970,-15529
157,3998,-15520
148,3980,-15519
144,3987,-15550
139,3988,-15536
137,3983,-15505
151,3994,-15516
160,3978,-15521
156,3961,-15523
160,3966,-15512
167,3954,-15540
163,3955,-15544
144,3970,-15535
158,3988,-15542
125,3969,-15512
154,3976,-15493
152,3995,-15496
144,3996,-15541
173,4006,-15567
183,3994,-15508
154,3967,-15504
163,3958,-15528
146,3958,-15524
150,3951,-15492
163,3976,-15509
149,3978,-15549
135,3986,-15583
155,3973,-15539
132,3973,-15479
128,3987,-15516
173,4005,-15519
179,3999,-15508
186,4009,-15503
178,3982,-15532
151,3966,-15566
163,3945,-15558
165,3939,-15523
146,3975,-15532
150,3974,-15522
141,3965,-15500
124,3986,-15515
140,3983,-15519
129,3986,-15542
166,3987,-15555
180,3975,-15524
172,3978,-15543
172,3962,-15519
159,3962,-15496
142,3949,-15533
144,3969,-15539
139,3981,-15534
138,3976,-15526
141,3987,-15525
142,3989,-15532
134,4001,-15530
146,3994,-15504
146,3985,-15501
172,4006,-15546
182,3977,-15533
180,3968,-15523
153,3980,-15548
140,3926,-15553
123,3943,-15525
130,3966,-15479
134,3970,-15524
137,3982,-15546
145,4005,-15516
120,4016,-15550
135,4032,-15629
130,3991,-15562
130,3988,-15464
156,3983,-15492
156,3960,-15538
156,3969,-15509
161,3939,-15448
141,3938,-15525
156,3968,-15586
160,3961,-15505
159,4008,-15469
175,4016,-15512
187,4009,-15548
199,4012,-15532
177,3986,-15502
173,3973,-15552
158,3948,-15555
134,3939,-15526
139,3944,-15479
118,3956,-15514
100,3984,-15578
119,3995,-15533
119,4006,-15523
142,4022,-15523
166,3995,-15522
168,4004,-15531
193,3974,-15471
166,3963,-15502
166,3969,-15555
164,3932,-15540
142,3948,-15544
148,3967,-15518
110,3995,-15540
111,4005,-15551
139,3999,-15502
123,4001,-15483
128,3992,-15529
163,3972,-15504
174,3977,-15505
202,3963,-15532
186,3963,-15578
180,3965,-15568
140,3971,-15528
140,3980,-15515
116,3973,-15491
105,3990,-15499
132,3996,-15503
119,3980,-15515
139,4009,-15559
169,3982,-15538
156,3979,-15520
164,3975,-15517
163,3971,-15508
165,3976,-15518
161,3992,-15533
150,3972,-15541
154,4000,-15541
141,3975,-15517
112,3971,-15542
126,3976,-15525
130,3972,-15497
150,3993,-15522
151,3993,-15518
151,3976,-15543
147,4011,-15558
171,3978,-15533
169,3986,-15528
170,3968,-15523
163,3973,-15540
159,3974,-15536
134,3966,-15530
143,3984,-15528
111,3978,-15520
115,3963,-15496
121,4008,-15515
132,3970,-15492
154,4001,-15547
163,3989,-15569
159,3990,-15543
193,3997,-15534
169,3984,-15539
157,3981,-15518
134,3993,-15484
129,3971,-15477
115,3981,-15527
125,3974,-15519
134,3971,-15530
146,3999,-15524
158,3990,-15559
158,3965,-15547
177,3991,-15482
169,3980,-15481
148,3968,-15524
158,3969,-15519
158,3975,-15499
156,3983,-15523
144,3977,-15540
144,3956,-15541
130,3976,-15512
147,3972,-15503
128,3993,-15528
161,3984,-15527
159,3970,-15513
164,3975,-15513
159,3962,-15518
158,3984,-15539
158,3983,-15545
165,3977,-15519
140,3988,-15523
137,3996,-15533
135,3979,-15503
134,3975,-15498
136,3961,-15520
149,3968,-15527
170,3984,-15508
159,3997,-15551
151,4009,-15584
176,3999,-15518
137,3987,-15487
149,3992,-15508
129,3974,-15504
125,3977,-15496
137,3950,-15495
135,3956,-15576
153,3974,-15590
152,3975,-15525
162,3985,-15517
161,3965,-15509
155,3979,-15505
176,3988,-15490
167,3990,-15496
160,4003,-15536
148,3995,-15571
129,3985,-15557
122,3976,-15527
134,3941,-15490
122,3957,-15511
135,3965,-15502
158,3978,-15516
159,4007,-15543
163,3987,-15557
163,3999,-15559
162,3988,-15513
136,3977,-15498
150,3989,-15497
158,3960,-15501
130,3985,-15532
142,3986,-15546
122,3995,-15551
148,3981,-15551
138,3967,-15513
139,3971,-15522
160,3980,-15517
158,3962,-15494
179,3983,-15529
170,3988,-15533
153,3985,-15519
157,3998,-15534
137,3968,-15520
152,3977,-15525
143,3986,-15519
135,3987,-15513
152,3977,-15539
137,3971,-15529
143,3975,-15539
164,3970,-15513
149,3970,-15517
183,3988,-15518
179,3974,-15525
149,3989,-15519
155,3988,-15529
131,3962,-15519
150,3979,-15541
159,3975,-15516
137,3988,-15521
152,3996,-15521
135,3985,-15518
142,3998,-15538
159,3981,-15516
155,3962,-15526
160,3991,-15532
170,3975,-15523
144,3975,-15543
169,3975,-15533
138,3973,-15513
142,3991,-15538
133,3988,-15522
143,3974,-15512
158,3977,-15512
141,3993,-15509
154,3978,-15550
144,3990,-15548
154,3996,-15516
161,3982,-15531
168,3985,-15520
168,3976,-15512
136,3975,-15519
154,3995,-15526
148,3955,-15521
140,3973,-15541
158,3988,-15525
148,3970,-15522
152,3995,-15534
166,3990,-15522
141,3998,-15521
161,3994,-15530
161,3960,-15512
164,3972,-15529
164,3969,-15537
151,3974,-15526
147,3985,-15537
159,3977,-15538
152,3980,-15516
162,3976,-15521
148,3995,-15513
149,3993,-15524
139,3995,-15525
155,3997,-15524
151,3982,-15541
149,3991,-15521
152,3974,-15497
154,3970,-15532
154,3967,-15541
162,3972,-15526
147,3970,-15535
157,3972,-15540
158,3981,-15522
156,3980,-15528
160,3997,-15514
146,3983,-15524
162,3983,-15541
161,3960,-15503
141,3975,-15521
172,3978,-15532
140,3973,-15521
150,3985,-15536
156,3983,-15539
140,3996,-15511
147,3975,-15513
157,3976,-15515
156,3988,-15525
147,3967,-15541
154,3999,-15526
165,3985,-15537
128,3983,-15545
140,3998,-15529
162,3986,-15514
152,3996,-15527
169,3980,-15524
158,3981,-15540
162,3985,-15539
162,3974,-15529
144,3963,-15556
176,3964,-15524
139,3973,-15523
142,3993,-15517
162,3980,-15514
149,3981,-15534
156,3989,-15543
141,3973,-15521
138,3967,-15539
150,3979,-15507
152,3997,-15531
159,3983,-15533
164,3992,-15507
150,3977,-15524
150,3987,-15525
156,3976,-15537
145,3977,-15554
160,3999,-15539
146,3972,-15526
145,3970,-15528
164,3984,-15529
156,3984,-15534
168,3986,-15535
164,3975,-15533
157,3977,-15525
151,3970,-15516
130,3976,-15523
159,3978,-15511
152,3990,-15534
165,3996,-15527
158,3984,-15521
169,3970,-15542
165,3983,-15510
162,3984,-15511
163,3980,-15530
157,3982,-15524
167,3982,-15537
153,3979,-15511
174,3979,-15539
133,3983,-15525
139,3970,-15530
145,3961,-15533
134,3963,-15524
151,3975,-15539
168,3991,-15529
150,3989,-15506
160,3991,-15542
150,3978,-15533
144,3986,-15521
160,3981,-15523
137,3989,-15506
150,3979,-15517
156,3978,-15519
135,3983,-15512
146,3980,-15541
140,3968,-15533
153,3981,-15534
165,3974,-15519
153,3983,-15511
161,3993,-15539
147,3990,-15511
162,3981,-15547
145,3979,-15520
163,3991,-15514
155,3997,-15524
159,3971,-15520
146,3980,-15519
167,3993,-15534
157,3974,-15517
161,3979,-15539
129,3983,-15519
134,3990,-15521
157,4004,-15534
162,3980,-15520
161,3998,-15521
167,3976,-15536
166,3971,-15524
170,3956,-15554
143,3971,-15513
157,3990,-15537
145,3984,-15527
145,3999,-15499
140,3978,-15516
127,3988,-15530
168,3997,-15520
135,3990,-15540
150,3995,-15505
154,3981,-15548
140,3967,-15538
159,3986,-15514
166,3970,-15511
160,3969,-15541
160,3977,-15534
152,3966,-15522
157,3980,-15527
154,3957,-15478
139,3989,-15550
153,3984,-15527
137,3983,-15522
150,4002,-15506
140,3983,-15550
138,3999,-15558
146,3979,-15507
153,3973,-15467
146,3980,-15513
153,3969,-15552
151,3965,-15529
156,3985,-15540
173,3980,-15536
162,3993,-15541
153,3991,-15518
156,4003,-15476
145,3989,-15496
144,3999,-15530
164,3968,-15519
168,3972,-15533
158,3982,-15566
162,3975,-15555
132,3960,-15522
147,3966,-15528
139,3965,-15528
140,3984,-15530
145,3992,-15502
141,3983,-15516
139,3996,-15553
163,3999,-15527
148,3982,-15508
139,3991,-15526
163,3983,-15512
145,3964,-15495
142,3982,-15537
145,3952,-15556
144,3982,-15510
169,3985,-15513
135,3979,-15543
153,3989,-15557
149,3982,-15486
151,3993,-15505
140,3973,-15519
157,3992,-15581
158,3978,-15492
149,3984,-15499
163,3978,-15531
156,3959,-15574
162,3972,-15541
169,3968,-15477
137,3978,-15522
169,4002,-15546
127,3968,-15524
130,3973,-15508
142,3986,-15488
135,3968,-15547
147,4011,-15574
157,3991,-15517
148,3987,-15538
172,3994,-15554
168,3956,-15518
160,3975,-15522
179,3955,-15478
157,3962,-15511
163,3986,-15557
171,3985,-15543
144,3986,-15544
157,3999,-15547
136,3982,-15510
126,3972,-15493
151,3982,-15480
159,3971,-15514
153,3966,-15547
151,3969,-15555
163,3966,-15553
143,3963,-15559
161,3976,-15537
152,3964,-15510
