Accel_X,Accel_Y,Accel_Z
140,3983,-15530
152,3993,-15524
126,3964,-15526
136,3983,-15537
142,3983,-15532
149,3991,-15527
158,3991,-15534
157,3979,-15526
163,3988,-15529
181,3957,-15529
155,3970,-15540
166,3987,-15536
147,3957,-15535
134,3966,-15540
150,3973,-15521
123,3979,-15525
146,3985,-15540
137,3984,-15528
124,3980,-15528
159,3997,-15530
181,3987,-15531
159,3978,-15557
179,3967,-15526
166,3965,-15537
151,3966,-15536
138,3954,-15529
127,3975,-15536
138,3981,-15527
136,3979,-15541
140,3986,-15540
152,3971,-15508
143,3981,-15536
153,3981,-15515
152,3998,-15523
156,3965,-15541
158,3975,-15525
156,3973,-15543
157,3958,-15556
131,3964,-15522
145,3981,-15534
145,3955,-15517
135,3980,-15511
135,3995,-15520
135,3980,-15515
161,3995,-15532
172,3986,-15513
158,3974,-15522
175,3986,-15527
133,3960,-15515
138,3969,-15543
136,3955,-15526
136,3960,-15534
129,3978,-15545
132,3969,-15539
145,3986,-15528
154,3995,-15513
157,3992,-15516
166,4000,-15526
163,3979,-15525
170,3992,-15537
158,3987,-15524
143,3970,-15535
161,3967,-15545
156,3938,-15528
150,3962,-15545
155,3967,-15531
121,3961,-15521
141,3993,-15536
140,3982,-15530
144,4009,-15517
163,4000,-15520
155,3989,-15526
166,3986,-15536
164,3982,-15533
155,3974,-15533
186,3956,-15545
166,3953,-15538
156,3957,-15532
165,3970,-15539
155,3970,-15540
123,3982,-15526
132,3987,-15517
137,3977,-15535
134,3998,-15527
141,3981,-15528
151,3982,-15533
140,3982,-15513
162,3972,-15546
158,3948,-15518
171,3963,-15534
170,3974,-15532
169,3989,-15532
181,3987,-15536
149,3984,-15518
126,3980,-15517
118,3977,-15538
126,3996,-15525
137,3980,-15523
140,3995,-15542
163,3987,-15527
165,3972,-15533
163,3954,-15529
167,3967,-15542
139,3981,-15533
153,3981,-15537
136,3981,-15518
140,3991,-15529
147,3976,-15540
133,3988,-15518
152,4002,-15533
166,3976,-15536
174,3965,-15523
159,3966,-15542
156,3957,-15518
124,3953,-15534
155,3961,-15544
129,3952,-15511
131,3960,-15539
148,3986,-15538
135,3983,-15517
153,3967,-15544
135,3991,-15524
136,3998,-15532
161,3995,-15537
161,3984,-15533
165,3967,-15532
159,3947,-15545
164,3942,-15536
152,3949,-15550
151,3959,-15538
156,3975,-15528
146,3973,-15536
133,3992,-15527
143,3982,-15526
140,3989,-15517
151,4002,-15529
142,3973,-15520
138,3991,-15534
176,3970,-15517
157,3978,-15536
173,3978,-15551
163,3962,-15528
152,3955,-15542
171,3964,-15533
130,3981,-15531
130,3997,-15534
131,3995,-15517
120,3986,-15522
154,4000,-15525
146,3981,-15515
146,4000,-15524
169,3962,-15537
174,3968,-15534
160,3963,-15535
167,3961,-15538
172,3973,-15540
164,3958,-15541
160,3978,-15538
155,3986,-15524
113,3992,-15522
134,4002,-15527
118,3976,-15515
102,3970,-15543
138,3991,-15523
139,3967,-15517
158,3976,-15547
170,3968,-15525
161,3963,-15553
203,3975,-15544
186,3968,-15510
143,3969,-15538
156,3992,-15517
138,3968,-15507
132,3993,-15559
134,3984,-15522
116,3977,-15539
130,4000,-15526
153,3981,-15514
153,3979,-15543
188,3976,-15535
165,3979,-15532
176,3989,-15544
183,3965,-15537
195,3964,-15529
151,3984,-15533
158,3975,-15529
151,3990,-15517
116,3987,-15537
153,3988,-15540
121,3995,-15542
133,3995,-15535
130,3968,-15519
131,3971,-15545
159,3978,-15530
160,3964,-15519
148,3978,-15523
183,3974,-15540
189,3968,-15521
178,3997,-15546
179,3985,-15520
145,3984,-15532
138,3990,-15538
122,3982,-15507
133,3982,-15541
145,3978,-15527
135,3969,-15530
142,3982,-15540
148,3966,-15531
159,3962,-15533
188,3968,-15534
190,3977,-15530
184,3980,-15532
159,3979,-15534
161,3962,-15529
136,3974,-15538
113,3988,-15524
129,3981,-15543
138,3971,-15542
136,3980,-15537
184,3975,-15523
158,3987,-15534
178,3984,-15543
179,3965,-15527
175,3977,-15537
183,3961,-15528
156,3968,-15544
147,3975,-15540
104,3976,-15511
103,3980,-15531
133,3988,-15544
132,3982,-15506
145,3979,-15528
167,3980,-15529
165,3978,-15515
170,3987,-15529
170,3971,-15534
168,3963,-15536
174,3971,-15543
169,3971,-15520
137,3978,-15521
133,3962,-15529
130,3971,-15535
130,3975,-15521
124,3999,-15521
153,3985,-15518
149,3991,-15537
161,3990,-15519
176,3953,-15526
159,3981,-15541
169,3982,-15521
162,3963,-15531
149,3983,-15547
155,3975,-15527
143,3967,-15539
145,3988,-15524
131,3964,-15508
148,3989,-15541
144,3972,-15533
140,3988,-15510
154,3993,-15538
149,3985,-15544
158,3979,-15538
177,3973,-15539
166,3973,-15527
163,3967,-15529
143,3964,-15521
131,3970,-15514
161,3984,-15527
156,3985,-15524
122,3977,-15523
145,3986,-15510
153,3982,-15523
163,3959,-15523
153,3959,-15536
163,3967,-15540
171,3991,-15533
159,3998,-15539
169,4001,-15525
155,4004,-15523
148,3972,-15514
132,3979,-15510
148,3980,-15523
138,3945,-15550
144,3954,-15538
155,3955,-15534
138,3972,-15533
152,3985,-15536
155,3999,-15556
155,3979,-15505
168,3999,-15516
159,3988,-15556
166,3992,-15544
144,3955,-15527
149,3969,-15538
156,3961,-15538
141,3953,-15517
148,3988,-15516
136,3980,-15524
148,3993,-15542
165,3998,-15524
144,4002,-15529
161,4004,-15527
163,3986,-15529
150,3969,-15524
176,3959,-15514
135,3962,-15525
132,3966,-15552
152,3960,-15537
136,3966,-15535
146,3975,-15527
144,3958,-15529
127,3984,-15535
168,4014,-15518
138,3982,-15510
160,3994,-15544
162,3989,-15524
131,3984,-15518
173,3986,-15525
142,3963,-15521
147,3978,-15538
142,3964,-15519
128,3964,-15526
134,3980,-15560
158,3983,-15525
146,4001,-15527
157,3991,-15519
156,3986,-15514
167,3989,-15538
184,3964,-15526
183,3945,-15534
158,3944,-15558
154,3953,-15535
156,3959,-15538
133,3966,-15535
151,3980,-15518
158,3990,-15510
125,4013,-15516
160,4016,-15540
151,3983,-15524
152,3996,-15558
180,3973,-15532
154,3956,-15519
184,3959,-15527
161,3920,-15528
125,3953,-15559
169,3972,-15533
144,3975,-15509
144,4025,-15548
165,3989,-15534
150,3991,-15530
172,4008,-15516
148,3986,-15504
135,3990,-15553
167,3956,-15533
164,3949,-15532
170,3977,-15551
161,3946,-15542
162,3954,-15545
160,3986,-15530
150,3980,-15515
168,3995,-15530
179,3985,-15526
150,3993,-15529
149,3986,-15531
130,3976,-15537
147,3978,-15534
137,3956,-15532
133,3972,-15543
161,3965,-15534
135,3960,-15540
167,3973,-15552
171,3963,-15515
133,3984,-15535
161,3990,-15504
141,3965,-15508
139,4009,-15541
155,3980,-15517
128,3972,-15536
144,3979,-15550
136,3962,-15518
132,3973,-15541
165,3968,-15527
161,3949,-15508
167,3974,-15540
168,3959,-15513
162,3958,-15535
170,3997,-15554
163,3985,-15524
123,3971,-15535
145,3995,-15539
149,3973,-15504
136,4001,-15518
159,3994,-15538
154,3972,-15547
154,3967,-15545
160,3955,-15532
162,3974,-15525
161,3969,-15559
169,3989,-15527
157,3961,-15499
146,3991,-15537
147,3981,-15533
129,3975,-15535
160,3990,-15523
140,4001,-15517
155,4002,-15539
177,3988,-15521
144,3957,-15505
153,3960,-15551
173,3972,-15537
152,3950,-15521
152,3974,-15555
160,3978,-15524
146,3955,-15541
166,4002,-15523
144,3979,-15507
126,3968,-15544
142,3985,-15541
139,3972,-15504
127,3977,-15541
142,3977,-15544
137,3969,-15526
158,3979,-15539
156,3971,-15518
150,3966,-15526
184,3975,-15533
154,3984,-15526
167,3974,-15523
160,3984,-15526
161,3959,-15523
140,3989,-15511
148,3973,-15538
142,3983,-15537
160,3986,-15545
157,3986,-15515
160,3989,-15525
156,3976,-15527
156,3961,-15534
157,3972,-15525
175,3976,-15527
166,3986,-15546
149,3976,-15525
153,3978,-15534
165,3980,-15529
143,3975,-15526
159,3994,-15537
159,3968,-15513
124,3963,-15530
151,3973,-15538
145,3969,-15550
145,3970,-15552
168,3972,-15524
148,3969,-15527
179,3969,-15544
168,3964,-15517
153,3990,-15557
169,3982,-15566
143,3978,-15518
147,3987,-15494
142,3975,-15522
130,3983,-15550
165,3973,-15495
146,3972,-15519
138,3979,-15579
152,3976,-15575
167,3960,-15515
171,3960,-15471
167,3960,-15543
169,3966,-15562
161,3972,-15508
160,3979,-15499
144,4000,-15550
124,3985,-15563
131,3992,-15520
144,3976,-15492
127,3965,-15528
160,3974,-15545
161,3970,-15534
158,3968,-15518
165,3978,-15560
160,3975,-15571
171,3973,-15531
176,3982,-15509
162,3983,-15529
157,3978,-15532
125,4002,-15533
140,4001,-15517
123,3981,-15504
122,4003,-15558
162,3976,-15532
150,3950,-15523
154,3989,-15539
173,3947,-15534
158,3950,-15549
188,3974,-15523
153,3971,-15511
156,3994,-15558
166,3989,-15519
137,3996,-15523
150,4013,-15530
146,3967,-15499
138,3984,-15539
158,3984,-15534
153,3944,-15526
164,3963,-15551
151,3959,-15540
148,3967,-15533
147,3970,-15532
142,3982,-15527
148,3983,-15525
155,4000,-15524
140,4004,-15521
136,3986,-15522
126,3992,-15534
157,3985,-15529
124,3985,-15524
157,3977,-15538
170,3950,-15521
158,3956,-15543
150,3964,-15542
161,3951,-15511
148,3981,-15565
178,3983,-15530
142,3979,-15513
124,3986,-15541
137,3994,-15519
136,3993,-15527
151,4004,-15530
145,3966,-15519
137,3992,-15546
171,3975,-15540
158,3963,-15532
161,3974,-15564
176,3972,-15512
172,3967,-15526
171,4006,-15533
164,3988,-15506
150,3967,-15531
120,3973,-15528
128,3976,-15541
111,3978,-15546
123,3991,-15548
123,3972,-15510
134,3969,-15532
164,3983,-15546
164,3972,-15498
169,3973,-15535
182,4001,-15531
163,3968,-15552
158,3985,-15556
178,3975,-15506
134,3965,-15531
137,3972,-15549
143,3949,-15489
126,3971,-15524
169,4001,-15537
145,3967,-15525
148,3988,-15552
182,3987,-15539
170,3956,-15511
169,3998,-15555
174,3972,-15538
135,3985,-15521
144,3993,-15529
121,3967,-15536
131,3969,-15562
138,3966,-15512
134,3963,-15497
147,3996,-15555
173,3981,-15543
177,3982,-15505
175,4011,-15526
173,3979,-15536
158,3976,-15546
168,4004,-15534
158,3984,-15513
145,3963,-15529
128,3979,-15556
120,3972,-15520
105,3966,-15527
100,3988,-15530
121,3963,-15527
124,3978,-15528
161,3970,-15507
153,3959,-15517
195,4005,-15591
212,3980,-15543
185,3995,-15506
146,3996,-15529
163,3976,-15526
113,3975,-15508
120,4015,-15501
108,3984,-15512
118,3993,-15560
135,3984,-15550
151,3963,-15503
150,3964,-15542
176,3951,-15538
178,3948,-15544
197,3965,-15542
220,3973,-15512
192,3992,-15542
171,3989,-15555
140,3983,-15511
122,3985,-15533
143,3988,-15517
138,3966,-15509
138,3971,-15534
154,3976,-15527
131,3984,-15531
140,3972,-15547
148,3968,-15530
161,3960,-15514
179,3978,-15537
160,3980,-15516
148,3968,-15528
151,3976,-15546
162,3967,-15524
150,3961,-15545
161,3981,-15534
161,3944,-15516
130,3969,-15524
164,3992,-15527
133,3966,-15520
124,3983,-15541
150,3997,-15515
141,3982,-15525
175,3997,-15539
159,3958,-15515
152,3962,-15555
176,3971,-15545
150,3952,-15518
144,3999,-15544
147,4006,-15510
132,3982,-15498
142,4016,-15516
141,3989,-15523
137,3987,-15542
159,3990,-15546
155,3959,-15508
181,3971,-15542
185,3951,-15549
162,3960,-15531
168,3973,-15516
141,3963,-15543
141,3977,-15550
156,3986,-15532
156,4003,-15503
172,4008,-15502
160,3985,-15527
150,3983,-15519
169,3962,-15524
158,3959,-15542
160,3965,-15538
161,3959,-15534
162,3981,-15549
149,3959,-15515
133,3959,-15524
156,3970,-15537
148,3948,-15500
153,3982,-15535
184,3991,-15538
159,3981,-15529
163,3992,-15543
142,3972,-15519
137,3983,-15523
161,3973,-15532
120,3965,-15521
157,3973,-15544
154,3971,-15536
147,3957,-15524
164,3976,-15540
149,3978,-15526
162,3991,-15528
169,3983,-15523
154,3982,-15518
177,3992,-15520
171,3944,-15509
145,3988,-15545
139,3973,-15529
144,3962,-15529
157,3965,-15535
154,3960,-15524
148,3982,-15538
138,3981,-15526
137,3970,-15528
159,3993,-15531
165,3961,-15523
147,3992,-15531
168,3992,-15532
157,3978,-15529
166,3971,-15533
142,3972,-15529
131,3968,-15536
156,3977,-15543
122,3969,-15528
141,3990,-15540
145,3973,-15517
142,3967,-15530
146,3975,-15529
134,3959,-15510
155,3965,-15547
165,3966,-15513
146,3971,-15519
169,3995,-15560
167,3991,-15545
147,3990,-15526
182,4002,-15514
144,3974,-15539
129,3966,-15561
169,3949,-15500
146,3947,-15524
159,3967,-15545
172,3964,-15558
149,3980,-15515
155,3998,-15495
150,3988,-15539
134,3998,-15556
150,3974,-15498
153,3974,-15512
140,3982,-15549
172,3965,-15546
147,3962,-15513
153,3974,-15517
143,3960,-15529
158,3965,-15529
159,3994,-15528
163,3979,-15511
150,4006,-15548
158,4005,-15546
142,3978,-15523
141,3971,-15516
155,3978,-15516
159,3974,-15546
157,3970,-15551
157,3947,-15502
142,3961,-15534
143,3968,-15563
156,3966,-15515
154,3974,-15504
142,3994,-15526
154,3969,-15552
155,3988,-15546
155,3991,-15498
151,3979,-15528
139,3987,-15562
153,3975,-15527
139,3950,-15494
147,3984,-15539
181,3967,-15538
129,3975,-15542
143,3978,-15531
143,3953,-15513
146,3994,-15540
155,3974,-15526
128,3981,-15514
143,3990,-15531
150,3994,-15531
165,3975,-15523
154,3983,-15546
169,3949,-15519
161,3967,-15524
158,3980,-15534
168,3962,-15521
152,3968,-15519
132,3973,-15542
157,3962,-15511
141,3992,-15526
145,4000,-15521
157,3978,-15499
144,3985,-15529
162,3979,-15521
138,3965,-15506
131,3991,-15550
151,3978,-15529
142,3957,-15538
135,3986,-15553
167,3952,-15519
142,3972,-15527
187,3988,-15538
179,3974,-15501
158,3988,-15539
166,3994,-15537
133,3981,-15525
150,3983,-15548
143,3989,-15513
127,3969,-15525
154,3971,-15552
147,3953,-15523
139,3976,-15549
158,3991,-15556
159,3982,-15527
175,3986,-15542
195,3988,-15531
169,3985,-15520
165,3991,-15518
142,3974,-15527
151,3956,-15523
133,3973,-15550
145,3964,-15533
122,3955,-15540
125,3975,-15531
135,3967,-15518
171,3973,-15518
170,3998,-15538
186,3977,-15522
169,3993,-15551
187,3992,-15528
168,3986,-15519
153,3981,-15539
150,3961,-15529
134,3958,-15525
144,3961,-15539
140,3953,-15527
138,3992,-15534
164,3987,-15529
164,3978,-15521
154,4008,-15535
167,3999,-15512
162,3995,-15522
159,3991,-15520
166,4000,-15533
162,3988,-15528
153,3969,-15549
145,3963,-15538
137,3946,-15530
127,3944,-15529
170,3952,-15517
148,3957,-15519
161,3980,-15533
154,3989,-15520
138,4011,-15526
142,4015,-15533
130,3983,-15506
121,3998,-15523
154,3985,-15524
129,3967,-15525
162,4002,-15565
164,3966,-15516
142,3964,-15534
174,3964,-15546
166,3955,-15505
167,3972,-15527
163,3977,-15528
129,3968,-15518
159,4011,-15543
147,3973,-15520
138,3997,-15529
159,3998,-15546
138,3960,-15539
163,3963,-15518
155,3948,-15536
132,3965,-15547
149,3969,-15529
141,3972,-15530
150,3978,-15529
156,3976,-15529
146,3984,-15527
162,3983,-15508
153,3985,-15518
138,3965,-15549
147,3976,-15534
135,3965,-15534
142,3974,-15530
151,3970,-15521
159,3983,-15527
167,3968,-15529
161,3977,-15527
181,3993,-15537
136,3978,-15518
165,3983,-15539
138,3975,-15520
132,3978,-15541
140,3986,-15524
126,3972,-15521
123,3990,-15527
140,3982,-15530
121,3982,-15542
149,3982,-15541
158,3971,-15520
143,3985,-15532
201,3969,-15532
183,3955,-15528
155,3965,-15534
175,3957,-15525
162,3974,-15530
142,3990,-15525
133,3983,-15527
120,3997,-15537
149,3995,-15518
149,3985,-15528
126,3985,-15535
147,3978,-15519
139,3967,-15530
136,3994,-15544
150,3969,-15549
164,3966,-15548
159,3961,-15525
144,3960,-15529
155,3980,-15526
148,3982,-15531
153,3977,-15523
153,3988,-15533
148,3983,-15536
136,3973,-15525
155,3961,-15514
155,3977,-15526
161,3962,-15536
150,3986,-15540
160,3983,-15528
153,3976,-15523
138,3982,-15546
157,3976,-15527
148,3970,-15518
155,3991,-15533
162,3967,-15540
136,3961,-15533
159,3986,-15541
145,3947,-15523
131,3959,-15542
174,3978,-15544
141,3957,-15511
149,3986,-15549
172,3984,-15540
130,3973,-15522
144,3994,-15553
138,3979,-15529
150,3968,-15528
154,3996,-15527
141,3960,-15513
147,3983,-15542
155,3986,-15541
160,3964,-15518
171,3980,-15554
164,3976,-15541
150,3974,-15517
163,3988,-15539
143,3976,-15529
135,3984,-15528
153,3986,-15542
163,3976,-15536
142,3963,-15542
156,3974,-15536
140,3974,-15519
144,3960,-15529
165,3985,-15527
165,3967,-15533
139,3983,-15516
168,3988,-15534
148,3971,-15523
158,3993,-15543
177,3970,-15516
137,3966,-15531
158,3977,-15536
140,3961,-15514
130,3979,-15522
162,3982,-15543
138,3953,-15528
141,3970,-15541
164,3967,-15518
127,3970,-15525
145,3996,-15542
156,3987,-15523
145,4000,-15524
169,3980,-15534
166,3970,-15512
171,3978,-15543
169,3972,-15536
151,3970,-15526
152,3973,-15525
132,3962,-15529
135,3980,-15535
141,3968,-15542
148,3981,-15542
147,3993,-15518
151,3989,-15534
158,4012,-15518
150,3974,-15524
150,3984,-15541
173,3982,-15518
142,3965,-15524
170,3982,-15544
162,3964,-15520
141,3959,-15523
162,3984,-15533
121,3953,-15526
128,3985,-15556
152,3981,-15521
132,3972,-15532
158,3998,-15531
164,3990,-15500
140,3984,-15526
183,3992,-15540
150,3970,-15525
138,3976,-15534
159,3971,-15526
141,3967,-15540
150,3966,-15548
146,3957,-15524
149,3953,-15513
158,3978,-15533
163,3982,-15543
151,3986,-15516
149,3995,-15521
159,3992,-15534
149,3975,-15514
163,3966,-15549
158,3969,-15535
135,3956,-15532
152,3956,-15541
166,3960,-15525
156,3963,-15526
158,3972,-15535
155,3984,-15516
150,3995,-15523
159,3991,-15524
143,3978,-15522
154,3988,-15531
156,3980,-15531
128,3981,-15537
143,3970,-15542
131,3971,-15533
146,3975,-15520
165,3955,-15515
150,3969,-15542
131,3982,-15533
152,3979,-15535
142,3989,-15526
139,3978,-15525
150,3990,-15524
146,3986,-15530
148,3974,-15528
148,3993,-15538
150,3983,-15518
150,3983,-15546
161,3967,-15540
153,3965,-15534
153,3958,-15523
145,3978,-15534
171,3979,-15522
154,3992,-15535
151,3977,-15516
142,3961,-15529
157,3979,-15529
140,3965,-15535
142,3968,-15533
138,3978,-15520
139,3968,-15540
145,3971,-15531
155,3976,-15538
167,3991,-15519
165,3989,-15533
180,3989,-15542
165,3990,-15530
148,3976,-15526
148,3966,-15538
140,3990,-15540
157,3984,-15518
143,3981,-15518
126,3975,-15523
139,3968,-15546
137,3983,-15520
167,3981,-15512
156,3960,-15527
163,3972,-15543
162,3986,-15517
150,3992,-15534
182,3973,-15530
138,3986,-15537
147,4002,-15531
141,3971,-15521
146,3969,-15549
139,3985,-15526
144,3970,-15534
154,3975,-15540
159,3977,-15525
154,3982,-15537
177,3982,-15530
164,3983,-15524
173,3974,-15520
166,3989,-15526
154,3969,-15529
141,3979,-15540
150,3964,-15522
110,3959,-15532
134,3988,-15530
149,3970,-15541
130,3965,-15520
155,3979,-15534
156,3983,-15528
176,3974,-15528
181,3991,-15532
198,3976,-15519
153,3971,-15526
165,3994,-15541
168,3974,-15531
146,3976,-15532
138,3969,-15526
118,3954,-15520
127,3974,-15544
133,3959,-15533
133,3969,-15525
161,3985,-15543
164,3974,-15529
157,3987,-15544
183,3998,-15531
171,3973,-15522
164,3992,-15547
175,3985,-15535
162,3989,-15530
162,3974,-15536
137,3970,-15532
124,3995,-15529
126,3976,-15533
102,3970,-15519
133,3986,-15527
151,3989,-15526
151,4001,-15540
167,3989,-15529
166,3977,-15536
170,3980,-15540
154,3969,-15520
162,3978,-15531
161,3972,-15530
143,3967,-15525
157,3969,-15540
122,3974,-15520
126,3972,-15535
173,3978,-15539
138,3960,-15524
168,4000,-15522
166,3991,-15521
146,3987,-15537
183,3976,-15523
142,3974,-15519
142,3988,-15539
150,3973,-15526
149,3970,-15528
152,3980,-15544
129,3953,-15523
128,3992,-15544
170,3968,-15534
133,3978,-15529
139,3969,-15551
153,3959,-15533
158,3979,-15532
144,3957,-15532
157,3972,-15529
149,3981,-15540
159,3985,-15521
171,3995,-15523
165,3982,-15523
165,3985,-15532
180,3972,-15533
146,3992,-15522
150,3989,-15539
161,3990,-15531
138,3975,-15531
131,3977,-15529
123,3948,-15516
136,3984,-15550
171,3970,-15526
132,3940,-15533
146,3970,-15549
169,3954,-15514
161,3996,-15546
166,3994,-15514
173,3968,-15527
161,4021,-15530
183,3988,-15508
142,3975,-15518
147,3994,-15535
146,3970,-15525
119,3969,-15527
119,3983,-15535
132,3963,-15524
118,3983,-15528
151,3969,-15512
146,3983,-15530
160,3989,-15542
174,3958,-15536
190,3980,-15530
178,3981,-15534
165,3979,-15532
160,3979,-15510
135,3980,-15527
123,3975,-15531
130,3972,-15537
117,3971,-15536
146,3980,-15537
141,3974,-15533
163,3977,-15540
178,3965,-15518
165,3984,-15530
171,3980,-15532
173,3984,-15522
152,3975,-15536
168,3978,-15529
139,3970,-15528
153,3981,-15533
146,3985,-15531
136,3980,-15526
138,3979,-15532
155,3981,-15529
146,3986,-15526
156,3981,-15541
179,3982,-15520
149,3980,-15525
140,3982,-15534
148,3970,-15529
145,3987,-15542
145,3978,-15536
164,3996,-15522
183,3991,-15538
149,3977,-15519
164,3964,-15530
159,3971,-15521
150,3972,-15520
118,3959,-15537
138,3977,-15546
145,3963,-15512
137,3975,-15544
128,3983,-15528
140,3975,-15531
133,3974,-15521
150,3973,-15505
176,3980,-15527
159,3975,-15524
163,3976,-15509
148,3979,-15540
136,3984,-15539
132,3972,-15532
143,3970,-15524
147,3985,-15531
166,3969,-15507
160,3998,-15535
174,3973,-15531
163,3976,-15537
139,3972,-15553
170,3972,-15525
136,3980,-15527
151,3966,-15534
133,3961,-15525
137,3977,-15538
141,3969,-15529
124,3979,-15524
151,3985,-15531
153,3969,-15533
164,3989,-15515
172,3984,-15526
159,3985,-15541
175,3996,-15531
154,3968,-15535
130,3981,-15538
150,3965,-15527
132,3946,-15525
143,3980,-15551
151,3966,-15523
137,3979,-15533
146,3993,-15525
133,3972,-15539
159,3999,-15542
176,3975,-15518
137,3978,-15534
167,3979,-15523
151,3958,-15526
126,3972,-15535
160,3969,-15520
134,3955,-15521
155,3979,-15530
133,3970,-15521
140,3987,-15533
143,3987,-15520
116,3983,-15514
146,3977,-15534
139,3951,-15515
146,3969,-15524
160,3964,-15534
137,3945,-15532
149,3968,-15543
174,3994,-15529
135,3976,-15529
151,3975,-15533
150,3973,-15522
151,3999,-15509
170,3977,-15516
157,3984,-15540
143,3968,-15533
156,3956,-15520
143,3974,-15540
119,3960,-15551
144,3969,-15525
133,3993,-15512
139,3977,-15517
145,4005,-15556
151,3995,-15543
170,3992,-15505
164,3990,-15527
155,3979,-15517
159,3955,-15517
168,3967,-15518
142,3954,-15548
150,3959,-15549
133,3965,-15540
134,3971,-15531
149,3985,-15507
136,3994,-15510
173,4012,-15517
174,3992,-15515
157,4004,-15527
173,3982,-15533
145,3968,-15556
144,3977,-15552
136,3956,-15505
127,3958,-15529
153,3962,-15519
148,3959,-15531
137,3977,-15551
160,3992,-15538
148,3985,-15532
163,4000,-15522
160,3983,-15498
160,3979,-15522
171,3983,-15537
142,3951,-15533
150,3954,-15545
128,3958,-15556
143,3954,-15554
166,3975,-15526
150,3971,-15517
168,3986,-15520
147,3985,-15526
141,3988,-15531
147,3992,-15524
144,3993,-15539
156,3969,-15527
149,3971,-15518
147,3972,-15528
141,3961,-15529
152,3960,-15525
158,3967,-15547
159,3966,-15520
155,3985,-15540
159,3984,-15531
153,3988,-15517
139,3983,-15524
137,3996,-15525
134,3983,-15513
152,3986,-15548
144,3979,-15553
150,3970,-15550
146,3967,-15540
156,3979,-15515
160,3969,-15530
156,3973,-15546
173,3978,-15522
164,3978,-15529
176,3999,-15536
167,3980,-15509
137,3972,-15531
132,3982,-15536
135,3971,-15511
129,3967,-15540
152,3981,-15531
144,3953,-15514
152,3980,-15548
156,3989,-15519
172,3988,-15529
172,3978,-15533
162,3971,-15522
155,3972,-15524
153,3978,-15535
133,3971,-15521
148,3969,-15536
143,3965,-15534
128,3974,-15536
151,3990,-15531
159,3985,-15533
159,3980,-15521
163,3975,-15548
152,3997,-15529
164,3977,-15525
165,3978,-15538
167,3978,-15532
134,3960,-15534
154,3954,-15540
147,3960,-15534
131,3966,-15537
139,3960,-15525
129,3971,-15529
137,3979,-15522
159,3981,-15535
142,3987,-15520
152,3991,-15511
162,3973,-15521
163,3979,-15520
145,3961,-15530
160,3972,-15538
151,3973,-15530
141,3953,-15532
153,3971,-15532
136,3966,-15530
121,3967,-15537
147,3977,-15537
140,3990,-15534
152,3989,-15524
151,3985,-15523
159,4003,-15525
162,3973,-15516
149,3965,-15536
153,3949,-15557
156,3938,-15509
131,3958,-15550
147,3971,-15546
144,3969,-15520
136,3982,-15535
131,3975,-15525
141,3992,-15524
158,3991,-15530
151,3989,-15514
151,3983,-15549
157,3986,-15546
138,3944,-15521
161,3978,-15540
145,3966,-15529
146,3970,-15537
151,3957,-15535
141,3974,-15513
160,3984,-15539
143,3996,-15548
160,4006,-15520
151,3987,-15511
138,3988,-15535
170,3991,-15536
149,3979,-15498
185,3961,-15537
170,3965,-15550
146,3951,-15537
154,3964,-15554
145,3967,-15523
126,3968,-15539
169,3991,-15541
123,3974,-15494
142,4013,-15541
167,3997,-15536
139,3988,-15524
162,3989,-15521
152,3970,-15542
153,3974,-15543
158,3960,-15523
145,3961,-15540
160,3960,-15537
138,3936,-15533
120,3991,-15523
146,3973,-15523
143,3990,-15549
170,4017,-15527
152,3983,-15504
166,4004,-15538
184,3991,-15531
153,3958,-15518
169,3954,-15533
131,3945,-15544
128,3955,-15546
147,3970,-15536
130,3966,-15526
144,3981,-15538
166,3976,-15514
148,4006,-15539
186,4004,-15509
166,3992,-15515
156,4001,-15538
162,3967,-15529
139,3970,-15538
137,3971,-15544
144,3945,-15548
137,3978,-15546
162,3973,-15524
124,3973,-15518
150,3996,-15537
163,3987,-15507
157,3994,-15509
181,4001,-15523
179,3994,-15519
133,3980,-15541
141,3972,-15526
128,3960,-15535
119,3953,-15526
114,3957,-15530
151,3967,-15530
154,3971,-15519
176,3993,-15535
178,3990,-15538
173,3987,-15523
165,3982,-15526
141,3982,-15518
146,3970,-15513
155,3979,-15541
140,3983,-15545
147,3971,-15522
143,3955,-15521
157,3969,-15542
160,3977,-15521
149,3965,-15528
149,3983,-15539
159,3996,-15524
158,3997,-15538
162,3984,-15528
125,3965,-15525
139,3974,-15544
142,3984,-15538
142,3973,-15523
157,3987,-15535
164,3975,-15523
157,3982,-15524
162,3992,-15543
153,3973,-15536
157,3980,-15532
151,3977,-15528
151,3965,-15533
139,3987,-15525
158,3985,-15534
134,3965,-15540
149,3976,-15515
159,3971,-15531
149,3987,-15543
158,3965,-15527
161,3979,-15551
138,3973,-15527
168,3965,-15534
145,3969,-15534
155,3978,-15539
171,3969,-15524
148,3985,-15536
156,3986,-15539
147,3977,-15518
155,4010,-15537
157,3991,-15530
153,3971,-15530
145,3979,-15541
157,3972,-15536
148,3969,-15553
159,3956,-15542
159,3967,-15530
154,3979,-15524
164,3965,-15539
143,3982,-15530
166,3978,-15520
140,3985,-15529
154,3995,-15532
123,3986,-15519
121,3972,-15541
134,3971,-15538
